unit,conn_index,src_local,src_name,dst_local,dst_name,weight,meaningful
13,5,0,CONST,20,MOVE_W,-2.4859157078768273,1
13,6,7,MUL,10,THRESH,2.229316080202643,1
13,7,0,CONST,19,MOVE_E,-0.8200933866389966,1
13,8,13,JUNK-I7,8,CLAMP,-3.224585711233863,0
13,9,11,JUNK-I5,13,JUNK-I7,-2.8932767723624377,0
13,10,3,SELF_ENERGY,21,JUNK-A7,1.8093813898129216,0
13,11,8,CLAMP,9,DELAY,1.8774987029633472,1
13,12,0,CONST,21,JUNK-A7,-1.2895901364177373,0
13,13,4,JUNK-S4,6,ADD,3.3226111636707665,0
13,14,1,RAND,16,REPRODUCE,-3.087008270516068,1
13,15,5,JUNK-S5,15,HARVEST,-2.8109988708151494,0
13,16,13,JUNK-I7,18,MOVE_S,1.2480849635303812,0
13,17,4,JUNK-S4,16,REPRODUCE,-1.0370189519943847,0
13,18,2,LOCAL_RESOURCE,17,MOVE_N,0.6051210058900723,1
13,19,4,JUNK-S4,9,DELAY,-0.25708792382580037,0
13,20,11,JUNK-I5,12,JUNK-I6,1.303872798852504,0
13,21,7,MUL,15,HARVEST,-2.4773705252235483,1
13,22,0,CONST,17,MOVE_N,1.3658864101077304,1
13,23,12,JUNK-I6,20,MOVE_W,-0.3067720572527238,0
13,24,5,JUNK-S5,12,JUNK-I6,1.9884640034180732,0
13,25,7,MUL,15,HARVEST,-2.269234290597247,1
13,26,9,DELAY,13,JUNK-I7,2.5945616016113773,0
13,27,12,JUNK-I6,15,HARVEST,-1.044587542344432,0
13,28,5,JUNK-S5,11,JUNK-I5,0.7635731070894497,0
13,29,6,ADD,14,ACTION_Y,-0.28724021118808557,1
13,30,9,DELAY,10,THRESH,-0.6136661885433515,1
13,31,9,DELAY,6,ADD,-1.2912991729483931,1
14,0,5,JUNK-S5,11,JUNK-I5,-3.884640034180731,0
14,1,5,JUNK-S5,20,MOVE_W,0.5102694784386731,0
14,2,5,JUNK-S5,20,MOVE_W,-3.506942960905789,0
14,3,13,JUNK-I7,19,MOVE_E,-2.531937620166631,0
14,4,2,LOCAL_RESOURCE,17,MOVE_N,-1.2041383098849452,1
14,5,7,MUL,18,MOVE_S,-1.8087710196234017,1
14,6,5,JUNK-S5,8,CLAMP,-2.357982116153447,0
14,7,0,CONST,6,ADD,-2.7646107364116337,1
14,8,1,RAND,7,MUL,0.3922238837855159,1
14,9,11,JUNK-I5,8,CLAMP,1.7164830469679861,0
14,10,4,JUNK-S4,8,CLAMP,3.414654988250374,0
14,11,1,RAND,17,MOVE_N,-2.4284188360240484,1
14,12,7,MUL,18,MOVE_S,2.4586931974242376,1
14,13,8,CLAMP,16,REPRODUCE,0.8655049287392804,1
14,14,12,JUNK-I6,6,ADD,-0.6587115085299234,0
14,15,3,SELF_ENERGY,8,CLAMP,-3.366679891354106,1
14,16,1,RAND,13,JUNK-I7,-3.7679372539445173,0
14,17,2,LOCAL_RESOURCE,13,JUNK-I7,-1.3718680379650259,0
14,18,12,JUNK-I6,19,MOVE_E,1.1938840907010102,0
14,19,5,JUNK-S5,14,ACTION_Y,1.271645252845851,0
14,20,2,LOCAL_RESOURCE,15,HARVEST,-0.8457289345988341,1
14,21,2,LOCAL_RESOURCE,20,MOVE_W,-3.5057222205267493,1
14,22,10,THRESH,9,DELAY,-2.3770256660664693,1
14,23,12,JUNK-I6,21,JUNK-A7,0.4084597308267464,0
14,24,11,JUNK-I5,17,MOVE_N,-2.3986327707754755,0
14,25,13,JUNK-I7,12,JUNK-I6,0.543717764824366,0
14,26,2,LOCAL_RESOURCE,21,JUNK-A7,3.6506241035187843,0
14,27,3,SELF_ENERGY,7,MUL,-3.840083010345775,1
14,28,9,DELAY,12,JUNK-I6,3.5502792443617053,0
14,29,12,JUNK-I6,20,MOVE_W,2.5259559923093358,0
14,30,3,SELF_ENERGY,13,JUNK-I7,-1.0953703421124912,0
14,31,7,MUL,20,MOVE_W,-0.5421308023316141,1
15,0,2,LOCAL_RESOURCE,10,THRESH,1.7843562120426038,1
15,1,1,RAND,13,JUNK-I7,2.1780449842829674,0
15,2,11,JUNK-I5,9,DELAY,0.7113254188665425,0
15,3,2,LOCAL_RESOURCE,21,JUNK-A7,2.077578051087985,0
15,4,5,JUNK-S5,6,ADD,0.7048554948576311,0
15,5,1,RAND,13,JUNK-I7,-0.6906949064607685,0
15,6,7,MUL,6,ADD,-2.8975493636890772,1
15,7,6,ADD,6,ADD,0.15918454542680135,1
15,8,13,JUNK-I7,21,JUNK-A7,-0.17456587420270395,0
15,9,4,JUNK-S4,18,MOVE_S,-2.206366161076693,0
15,10,3,SELF_ENERGY,17,MOVE_N,0.4096804712057863,1
15,11,2,LOCAL_RESOURCE,9,DELAY,0.3707388531144139,1
15,12,13,JUNK-I7,9,DELAY,-1.847224341563158,0
15,13,3,SELF_ENERGY,12,JUNK-I6,-3.3762016663106174,0
15,14,1,RAND,10,THRESH,-2.227973265785699,1
15,15,5,JUNK-S5,21,JUNK-A7,3.085055085909604,0
15,16,6,ADD,6,ADD,3.9089327677236243,1
15,17,10,THRESH,17,MOVE_N,-3.28171636097293,1
15,18,9,DELAY,11,JUNK-I5,2.19647816400647,0
15,19,11,JUNK-I5,15,HARVEST,-1.1255226294747764,0
15,20,12,JUNK-I6,10,THRESH,0.10925626392406995,0
15,21,4,JUNK-S4,14,ACTION_Y,-3.9143040253914,0
15,22,10,THRESH,18,MOVE_S,-3.9919431134983365,1
15,23,4,JUNK-S4,10,THRESH,-1.3114413892025514,0
15,24,0,CONST,9,DELAY,-0.9597460860011597,1
15,25,0,CONST,10,THRESH,3.738273262733848,1
15,26,6,ADD,18,MOVE_S,2.2665486617633595,1
15,27,4,JUNK-S4,19,MOVE_E,-1.5178685872981963,0
15,28,0,CONST,10,THRESH,0.13989684743797112,1
15,29,12,JUNK-I6,20,MOVE_W,0.1261024811548204,0
15,30,2,LOCAL_RESOURCE,15,HARVEST,3.7531662953581346,1
15,31,8,CLAMP,18,MOVE_S,-3.513046662800989,1
16,0,1,RAND,20,MOVE_W,0.8471938230536821,1
16,1,4,JUNK-S4,15,HARVEST,3.8500930814539016,0
16,2,11,JUNK-I5,11,JUNK-I5,-0.6356395153660696,0
16,3,9,DELAY,18,MOVE_S,-0.7221900082399976,1
16,4,11,JUNK-I5,19,MOVE_E,0.7584459974974822,0
16,5,10,THRESH,17,MOVE_N,2.337107455671865,1
16,6,11,JUNK-I5,6,ADD,2.1803643910031436,0
16,7,5,JUNK-S5,12,JUNK-I6,-1.8724936674092838,0
16,8,0,CONST,9,DELAY,1.261024811548204,1
16,9,12,JUNK-I6,17,MOVE_N,-3.4905850398266547,0
16,10,1,RAND,19,MOVE_E,0.6911832026123844,1
16,11,1,RAND,21,JUNK-A7,0.249885555589465,0
16,12,11,JUNK-I5,13,JUNK-I7,3.0705282753990297,0
16,13,12,JUNK-I6,9,DELAY,2.101748710592975,0
16,14,12,JUNK-I6,9,DELAY,-1.0797448652607806,0
16,15,11,JUNK-I5,18,MOVE_S,-3.3504440443128756,0
16,16,12,JUNK-I6,21,JUNK-A7,-3.7963805047761467,0
16,17,4,JUNK-S4,15,HARVEST,-1.706595049897763,0
16,18,9,DELAY,11,JUNK-I5,-3.088961455122532,0
16,19,2,LOCAL_RESOURCE,11,JUNK-I5,2.3439436017944884,0
16,20,12,JUNK-I6,15,HARVEST,0.11450544755394146,0
16,21,5,JUNK-S5,7,MUL,-3.1589098788415173,0
16,22,5,JUNK-S5,14,ACTION_Y,-0.8532975249488814,0
16,23,5,JUNK-S5,13,JUNK-I7,3.947508163701285,0
16,24,0,CONST,20,MOVE_W,0.5575121311075167,1
16,25,1,RAND,8,CLAMP,3.055024872585223,1
16,26,0,CONST,21,JUNK-A7,-2.194769127475814,0
16,27,4,JUNK-S4,20,MOVE_W,-1.3500167851802118,0
16,28,12,JUNK-I6,21,JUNK-A7,0.48500015259254736,0
16,29,4,JUNK-S4,20,MOVE_W,-0.6722617267372661,0
16,30,9,DELAY,16,REPRODUCE,-3.550767540513321,1
16,31,0,CONST,15,HARVEST,1.5923337504196295,1
17,0,2,LOCAL_RESOURCE,9,DELAY,-2.4638203070162055,1
17,1,7,MUL,16,REPRODUCE,2.186223944822535,1
17,2,2,LOCAL_RESOURCE,12,JUNK-I6,-3.9957274086733605,0
17,3,9,DELAY,21,JUNK-A7,0.3596301156651509,0
17,4,13,JUNK-I7,17,MOVE_N,-1.8705404828028198,0
17,5,13,JUNK-I7,19,MOVE_E,3.007415997802667,0
17,6,10,THRESH,15,HARVEST,-2.5502487258522293,1
17,7,7,MUL,8,CLAMP,3.6701559495834224,1
17,8,3,SELF_ENERGY,10,THRESH,0.7574694051942503,1
17,9,8,CLAMP,13,JUNK-I7,-1.9765007477034822,0
17,10,2,LOCAL_RESOURCE,20,MOVE_W,-3.7520676290169988,1
17,11,0,CONST,16,REPRODUCE,-0.7014374217963195,1
17,12,5,JUNK-S5,14,ACTION_Y,1.7756889553514206,0
17,13,1,RAND,6,ADD,-3.446272164067507,1
17,14,6,ADD,9,DELAY,0.5827814569536424,1
17,15,12,JUNK-I6,19,MOVE_E,-0.10242011780144658,0
17,16,8,CLAMP,20,MOVE_W,2.801355021820734,1
17,17,6,ADD,18,MOVE_S,0.5592211676381725,1
17,18,13,JUNK-I7,20,MOVE_W,-3.2521744438001647,0
17,19,13,JUNK-I7,16,REPRODUCE,1.0205389568773462,0
17,20,2,LOCAL_RESOURCE,14,ACTION_Y,-3.575670644245735,1
17,21,0,CONST,18,MOVE_S,-0.228278450880459,1
17,22,4,JUNK-S4,13,JUNK-I7,-2.380932035279397,0
17,23,9,DELAY,16,REPRODUCE,2.980925931577502,1
17,24,3,SELF_ENERGY,11,JUNK-I5,-2.229926450392163,0
17,25,1,RAND,8,CLAMP,-3.737784966582232,1
17,26,7,MUL,9,DELAY,2.748741111484115,1
17,27,9,DELAY,21,JUNK-A7,-0.7685781426435133,0
17,28,8,CLAMP,19,MOVE_E,0.8567155980101931,1
17,29,10,THRESH,13,JUNK-I7,-3.2658467360454115,0
17,30,1,RAND,10,THRESH,3.2845240638447217,1
17,31,13,JUNK-I7,8,CLAMP,-2.596026490066225,0
18,0,11,JUNK-I5,7,MUL,1.3000885036774803,0
18,1,0,CONST,16,REPRODUCE,1.1678823206274604,1
18,2,1,RAND,9,DELAY,2.825281533249916,1
18,3,13,JUNK-I7,20,MOVE_W,0.7081514938810388,0
18,4,9,DELAY,7,MUL,1.2806787316507462,1
18,5,6,ADD,7,MUL,1.1271095919675282,1
18,6,3,SELF_ENERGY,10,THRESH,0.022461622974333934,1
18,7,10,THRESH,20,MOVE_W,-3.8001647999511703,1
18,8,6,ADD,6,ADD,0.9481490524002808,1
18,9,8,CLAMP,11,JUNK-I5,-2.805627613147374,0
18,10,6,ADD,12,JUNK-I6,2.447462385937071,0
18,11,1,RAND,13,JUNK-I7,2.9844660786767174,0
18,12,2,LOCAL_RESOURCE,13,JUNK-I7,3.011566515091403,0
18,13,1,RAND,14,ACTION_Y,2.2134464552751245,1
18,14,6,ADD,6,ADD,-3.685659352397229,1
18,15,10,THRESH,10,THRESH,-3.8419141209143346,1
18,16,11,JUNK-I5,20,MOVE_W,-0.9222693563646351,0
18,17,12,JUNK-I6,18,MOVE_S,3.164281136509293,0
18,18,7,MUL,12,JUNK-I6,0.1835993530075991,0
18,19,1,RAND,16,REPRODUCE,-0.05700857570116276,1
18,20,3,SELF_ENERGY,6,ADD,2.6640217291787467,1
18,21,0,CONST,16,REPRODUCE,-0.5389568773461104,1
18,22,11,JUNK-I5,13,JUNK-I7,3.6468398083437603,0
18,23,0,CONST,14,ACTION_Y,-0.902371288186285,1
18,24,1,RAND,19,MOVE_E,-3.858394116031373,1
18,25,2,LOCAL_RESOURCE,11,JUNK-I5,-0.27759636219367045,0
18,26,6,ADD,8,CLAMP,-2.9657887508774072,1
18,27,10,THRESH,20,MOVE_W,0.6561479537339396,1
18,28,5,JUNK-S5,11,JUNK-I5,-3.088351084933012,0
18,29,9,DELAY,7,MUL,-0.4105349894711142,1
18,30,1,RAND,11,JUNK-I5,1.141026032288583,0
18,31,13,JUNK-I7,21,JUNK-A7,-3.242774742881558,0
19,0,1,RAND,19,MOVE_E,3.7077547532578508,1
19,1,6,ADD,18,MOVE_S,-3.6270638142033143,1
19,2,5,JUNK-S5,13,JUNK-I7,-1.5713370159001434,0
19,3,5,JUNK-S5,8,CLAMP,3.9254127628406628,0
19,4,5,JUNK-S5,7,MUL,-0.8324228644672994,0
19,5,11,JUNK-I5,18,MOVE_S,3.4717856379894405,0
19,6,2,LOCAL_RESOURCE,20,MOVE_W,3.8507034516434215,1
19,7,11,JUNK-I5,17,MOVE_N,3.8632770775475325,0
19,8,2,LOCAL_RESOURCE,21,JUNK-A7,1.977111117893002,0
19,9,4,JUNK-S4,13,JUNK-I7,1.2572405163731804,0
19,10,4,JUNK-S4,12,JUNK-I6,3.7759941404461808,0
19,11,0,CONST,16,REPRODUCE,-2.2780236213263345,1
19,12,5,JUNK-S5,17,MOVE_N,-3.4413892025513473,0
19,13,7,MUL,18,MOVE_S,2.8102664265877255,1
19,14,7,MUL,16,REPRODUCE,1.7705618457594532,1
19,15,13,JUNK-I7,12,JUNK-I6,-0.7778557695242164,0
19,16,5,JUNK-S5,11,JUNK-I5,-3.8306833094271675,0
19,17,8,CLAMP,20,MOVE_W,-2.4716330454420605,1
19,18,5,JUNK-S5,11,JUNK-I5,0.4524063844721824,0
19,19,5,JUNK-S5,15,HARVEST,1.467085787530137,0
19,20,0,CONST,11,JUNK-I5,2.825281533249916,0
19,21,10,THRESH,18,MOVE_S,2.053407391582995,1
19,22,12,JUNK-I6,19,MOVE_E,-3.2992950224311044,0
19,23,5,JUNK-S5,9,DELAY,2.30207220679342,0
19,24,4,JUNK-S4,6,ADD,-0.4002807702871792,0
19,25,2,LOCAL_RESOURCE,15,HARVEST,-1.522385326700644,1
19,26,2,LOCAL_RESOURCE,21,JUNK-A7,0.09436323129978332,0
19,27,6,ADD,10,THRESH,-3.7197180089724418,1
19,28,2,LOCAL_RESOURCE,9,DELAY,-0.5202795495468001,1
19,29,4,JUNK-S4,8,CLAMP,0.0998565630054628,0
19,30,13,JUNK-I7,14,ACTION_Y,-0.009521774956511124,0
19,31,5,JUNK-S5,21,JUNK-A7,3.6138798181096834,0
20,0,6,ADD,8,CLAMP,-1.7457808160649433,1
20,1,0,CONST,8,CLAMP,0.18494216742454297,1
20,2,10,THRESH,19,MOVE_E,-2.3827631458479566,1
20,3,3,SELF_ENERGY,12,JUNK-I6,0.8307138279366436,0
20,4,0,CONST,10,THRESH,2.0690328684347055,1
20,5,8,CLAMP,19,MOVE_E,3.021210364085818,1
20,6,1,RAND,15,HARVEST,2.869106112857448,1
20,7,7,MUL,19,MOVE_E,1.348918118839076,1
20,8,4,JUNK-S4,9,DELAY,0.7790765099032563,0
20,9,2,LOCAL_RESOURCE,8,CLAMP,1.7867976928006837,1
20,10,13,JUNK-I7,10,THRESH,1.7161168248542742,0
20,11,4,JUNK-S4,7,MUL,-3.9620349742118597,0
20,12,12,JUNK-I6,20,MOVE_W,-2.314889980773339,0
20,13,9,DELAY,6,ADD,-2.1821955015717034,1
20,14,2,LOCAL_RESOURCE,12,JUNK-I6,1.2706686605426192,0
20,15,9,DELAY,21,JUNK-A7,-1.848078859828486,0
20,16,13,JUNK-I7,17,MOVE_N,1.0796227912228766,0
20,17,12,JUNK-I6,14,ACTION_Y,2.0086062196722314,0
20,18,9,DELAY,8,CLAMP,-2.8045289468062378,1
20,19,5,JUNK-S5,8,CLAMP,-3.8757286294137394,0
20,20,9,DELAY,6,ADD,-2.316232795190283,1
20,21,4,JUNK-S4,8,CLAMP,-3.229834894863735,0
20,22,1,RAND,6,ADD,-2.335764641254921,1
20,23,8,CLAMP,11,JUNK-I5,0.04174932096316416,0
20,24,2,LOCAL_RESOURCE,7,MUL,-1.1705679494613483,1
20,25,13,JUNK-I7,17,MOVE_N,-0.7253639332255013,0
20,26,5,JUNK-S5,7,MUL,-3.0704062013611253,0
20,27,0,CONST,21,JUNK-A7,2.2401806695760977,0
20,28,2,LOCAL_RESOURCE,16,REPRODUCE,1.2428357799005096,1
20,29,5,JUNK-S5,20,MOVE_W,-1.3083895382549515,0
20,30,10,THRESH,14,ACTION_Y,2.0908841212195197,1
20,31,5,JUNK-S5,10,THRESH,-1.2413708914456618,0
21,0,10,THRESH,10,THRESH,-1.5234839930417798,1
21,1,4,JUNK-S4,14,ACTION_Y,1.8678548539689321,0
21,2,0,CONST,9,DELAY,2.4854274117252113,1
21,3,1,RAND,10,THRESH,1.261879329813532,1
21,4,11,JUNK-I5,11,JUNK-I5,0.2857753227332377,0
21,5,12,JUNK-I6,8,CLAMP,-0.7588122196111942,0
21,6,12,JUNK-I6,20,MOVE_W,0.6136661885433515,0
21,7,5,JUNK-S5,20,MOVE_W,-0.19507431257057406,0
21,8,0,CONST,14,ACTION_Y,0.9392376476332895,1
21,9,10,THRESH,9,DELAY,1.4845423749504074,1
21,10,6,ADD,6,ADD,-3.63365581225013,1
21,11,0,CONST,20,MOVE_W,2.0709860530411697,1
21,12,11,JUNK-I5,16,REPRODUCE,-2.1266518143253883,0
21,13,5,JUNK-S5,14,ACTION_Y,-2.4970244453260904,0
21,14,9,DELAY,14,ACTION_Y,-2.8769188512833033,1
21,15,0,CONST,9,DELAY,-3.847773674733726,1
21,16,11,JUNK-I5,20,MOVE_W,-1.097567674794763,0
21,17,2,LOCAL_RESOURCE,11,JUNK-I5,-0.18762779625843073,0
21,18,0,CONST,20,MOVE_W,3.5084078493606374,1
21,19,11,JUNK-I5,14,ACTION_Y,2.934415723136082,0
21,20,9,DELAY,8,CLAMP,2.9971617786187323,1
21,21,4,JUNK-S4,10,THRESH,-3.475814081240272,0
21,22,5,JUNK-S5,17,MOVE_N,-0.6057313760795923,0
21,23,5,JUNK-S5,6,ADD,2.966887417218543,0
21,24,9,DELAY,10,THRESH,3.303933835871456,1
21,25,8,CLAMP,19,MOVE_E,1.435590685750908,1
21,26,2,LOCAL_RESOURCE,14,ACTION_Y,-0.08020264290292062,1
21,27,10,THRESH,8,CLAMP,-2.782189397869808,1
21,28,13,JUNK-I7,20,MOVE_W,3.782952360606708,0
21,29,1,RAND,21,JUNK-A7,1.9420758690145574,0
21,30,5,JUNK-S5,8,CLAMP,-3.282815027314066,0
21,31,12,JUNK-I6,20,MOVE_W,0.5565355388042847,0
22,0,3,SELF_ENERGY,12,JUNK-I6,2.4617450483718377,0
22,1,10,THRESH,17,MOVE_N,2.803918576616718,1
22,2,0,CONST,16,REPRODUCE,-2.6027405621509447,1
22,3,7,MUL,17,MOVE_N,1.2120731223487045,1
22,4,2,LOCAL_RESOURCE,16,REPRODUCE,-0.8594012268440809,1
22,5,11,JUNK-I5,6,ADD,1.3111972411267434,0
22,6,2,LOCAL_RESOURCE,6,ADD,-2.5866267891476182,1
22,7,6,ADD,12,JUNK-I6,-0.8093508713034455,0
22,8,1,RAND,7,MUL,-0.6007263405255288,1
22,9,1,RAND,12,JUNK-I6,3.6047242652668845,0
22,10,10,THRESH,8,CLAMP,-1.317300943021943,1
22,11,2,LOCAL_RESOURCE,21,JUNK-A7,2.305246131778924,0
22,12,1,RAND,11,JUNK-I5,-1.4413281655323953,0
22,13,2,LOCAL_RESOURCE,9,DELAY,0.24097415082247384,1
22,14,13,JUNK-I7,18,MOVE_S,3.563463240455336,0
22,15,11,JUNK-I5,14,ACTION_Y,-2.9093905453657642,0
22,16,13,JUNK-I7,12,JUNK-I6,-3.730094302194281,0
22,17,12,JUNK-I6,11,JUNK-I5,0.6424756614886928,0
22,18,11,JUNK-I5,20,MOVE_W,-1.128940702536088,0
22,19,4,JUNK-S4,7,MUL,0.3737907040620136,0
22,20,6,ADD,21,JUNK-A7,-0.32593768120365,0
22,21,8,CLAMP,13,JUNK-I7,1.7584765160069582,0
22,22,2,LOCAL_RESOURCE,15,HARVEST,-0.29224524674214913,1
22,23,10,THRESH,17,MOVE_N,1.7355265968810083,1
22,24,1,RAND,6,ADD,-3.884517960142827,1
22,25,0,CONST,18,MOVE_S,1.4640339365825372,1
22,26,10,THRESH,10,THRESH,0.47999511703848385,1
22,27,7,MUL,7,MUL,-2.2765587328714867,1
22,28,8,CLAMP,9,DELAY,-0.6236762596514787,1
22,29,4,JUNK-S4,9,DELAY,0.45606860560930207,0
22,30,4,JUNK-S4,7,MUL,-0.8791772209845271,0
22,31,10,THRESH,17,MOVE_N,-3.892208624530778,1
23,0,3,SELF_ENERGY,11,JUNK-I5,-0.1185338908047731,0
23,1,10,THRESH,20,MOVE_W,-1.5356913968321788,1
23,2,11,JUNK-I5,13,JUNK-I7,-1.3645435956907865,0
23,3,10,THRESH,6,ADD,-0.21033356730857264,1
23,4,5,JUNK-S5,21,JUNK-A7,2.5618457594531083,0
23,5,11,JUNK-I5,8,CLAMP,-3.3854792931913207,0
23,6,10,THRESH,18,MOVE_S,-1.3180333872493668,1
23,7,7,MUL,15,HARVEST,-1.012604144413587,1
23,8,12,JUNK-I6,6,ADD,3.629505294961394,0
23,9,6,ADD,18,MOVE_S,-0.14307077242347482,1
23,10,8,CLAMP,13,JUNK-I7,2.9816583758049258,0
23,11,3,SELF_ENERGY,16,REPRODUCE,-1.347575304422132,1
23,12,2,LOCAL_RESOURCE,14,ACTION_Y,0.1206091494491409,1
23,13,3,SELF_ENERGY,18,MOVE_S,-3.1272927030243842,1
23,14,6,ADD,20,MOVE_W,-2.8758201849421674,1
23,15,13,JUNK-I7,7,MUL,-2.724326303903317,0
23,16,1,RAND,19,MOVE_E,0.047120578630939665,1
23,17,12,JUNK-I6,11,JUNK-I5,1.9205908383434553,0
23,18,11,JUNK-I5,16,REPRODUCE,0.9684133426923429,0
23,19,12,JUNK-I6,10,THRESH,-3.847529526657918,0
23,20,1,RAND,12,JUNK-I6,2.443556016724143,0
23,21,0,CONST,15,HARVEST,0.020020142216254158,1
23,22,4,JUNK-S4,14,ACTION_Y,-3.7662282174138615,0
23,23,8,CLAMP,15,HARVEST,0.01293984801782281,1
23,24,11,JUNK-I5,21,JUNK-A7,1.3251136814477982,0
23,25,12,JUNK-I6,20,MOVE_W,-0.1597949156163213,0
23,26,8,CLAMP,18,MOVE_S,-3.542588579973754,1
23,27,11,JUNK-I5,10,THRESH,-3.633777886288034,0
23,28,1,RAND,15,HARVEST,-0.27564317758720663,1
23,29,5,JUNK-S5,7,MUL,2.9495529038361767,0
23,30,7,MUL,11,JUNK-I5,-2.8426160466322825,0
23,31,2,LOCAL_RESOURCE,12,JUNK-I6,3.217627491073336,0
24,0,9,DELAY,11,JUNK-I5,0.10205389568773461,0
24,1,10,THRESH,16,REPRODUCE,1.7546922208319347,1
24,2,0,CONST,11,JUNK-I5,-2.2009949034089176,0
24,3,7,MUL,13,JUNK-I7,0.7292703024384289,0
24,4,6,ADD,8,CLAMP,0.402233954893643,1
24,5,1,RAND,21,JUNK-A7,2.9602954191717274,0
24,6,6,ADD,19,MOVE_E,2.2598345896786403,1
24,7,4,JUNK-S4,6,ADD,1.4530472731711783,0
24,8,5,JUNK-S5,17,MOVE_N,0.8375499740592669,0
24,9,8,CLAMP,9,DELAY,-3.199194311349834,1
24,10,10,THRESH,6,ADD,1.7793511764885404,1
24,11,8,CLAMP,12,JUNK-I6,-3.1366924039429915,0
24,12,0,CONST,19,MOVE_E,3.3829157383953365,1
24,13,13,JUNK-I7,17,MOVE_N,-3.704824976348155,0
24,14,12,JUNK-I6,12,JUNK-I6,2.229560228278451,0
24,15,9,DELAY,20,MOVE_W,2.280465102084414,1
24,16,4,JUNK-S4,8,CLAMP,-3.871944334238716,0
24,17,11,JUNK-I5,13,JUNK-I7,-0.4658345286416211,0
24,18,4,JUNK-S4,19,MOVE_E,2.130436109500412,0
24,19,0,CONST,12,JUNK-I6,1.2735984374523148,0
24,20,5,JUNK-S5,11,JUNK-I5,-0.7783440656758324,0
24,21,9,DELAY,6,ADD,-1.869685964537492,1
24,22,5,JUNK-S5,20,MOVE_W,-2.119449446089053,0
24,23,1,RAND,6,ADD,-3.7653736991485336,1
24,24,3,SELF_ENERGY,13,JUNK-I7,-2.101870784630879,0
24,25,6,ADD,21,JUNK-A7,-1.5172582171086764,0
24,26,10,THRESH,12,JUNK-I6,2.5169225135044404,0
24,27,1,RAND,14,ACTION_Y,-0.08069093905453657,1
24,28,5,JUNK-S5,19,MOVE_E,-1.968077639088107,0
24,29,4,JUNK-S4,15,HARVEST,1.5693838312936796,0
24,30,0,CONST,17,MOVE_N,0.025147251808221686,1
24,31,13,JUNK-I7,21,JUNK-A7,1.5833002716147344,0
25,0,4,JUNK-S4,10,THRESH,-3.141697439497055,0
25,1,12,JUNK-I6,18,MOVE_S,-3.6674703207495347,0
25,2,3,SELF_ENERGY,19,MOVE_E,-0.05505539109469894,1
25,3,5,JUNK-S5,16,REPRODUCE,-3.2641376995147557,0
25,4,3,SELF_ENERGY,10,THRESH,1.32609027375103,1
25,5,2,LOCAL_RESOURCE,9,DELAY,0.5459150975066378,1
25,6,4,JUNK-S4,19,MOVE_E,1.9426862392040773,0
25,7,0,CONST,16,REPRODUCE,-2.7550889614551224,1
25,8,7,MUL,13,JUNK-I7,-0.6134220404675436,0
25,9,13,JUNK-I7,16,REPRODUCE,-1.097689748832667,0
25,10,1,RAND,19,MOVE_E,-2.5675832392345956,1
25,11,4,JUNK-S4,19,MOVE_E,-2.596514786217841,0
25,12,0,CONST,21,JUNK-A7,1.6172368541520432,0
25,13,10,THRESH,12,JUNK-I6,3.7910092471083714,0
25,14,11,JUNK-I5,10,THRESH,3.5943479720450453,0
25,15,4,JUNK-S4,16,REPRODUCE,1.4268013550218208,0
25,16,12,JUNK-I6,6,ADD,-3.1889400921658986,0
25,17,11,JUNK-I5,21,JUNK-A7,-0.5052644428846095,0
25,18,6,ADD,12,JUNK-I6,1.152134769737846,0
25,19,3,SELF_ENERGY,19,MOVE_E,-0.5603198339793084,1
25,20,2,LOCAL_RESOURCE,15,HARVEST,-2.857631153294473,1
25,21,4,JUNK-S4,19,MOVE_E,2.8630024109622485,0
25,22,5,JUNK-S5,20,MOVE_W,-2.58577227088229,0
25,23,10,THRESH,15,HARVEST,2.80794701986755,1
25,24,2,LOCAL_RESOURCE,13,JUNK-I7,-2.5406048768578144,0
25,25,12,JUNK-I6,12,JUNK-I6,-0.5367595446638386,0
25,26,5,JUNK-S5,16,REPRODUCE,-0.9637745292519914,0
25,27,4,JUNK-S4,10,THRESH,0.06189153721732231,0
25,28,0,CONST,21,JUNK-A7,1.9718619342631305,0
25,29,12,JUNK-I6,10,THRESH,-1.237464522232734,0
25,30,13,JUNK-I7,18,MOVE_S,2.914639728995636,0
25,31,10,THRESH,21,JUNK-A7,2.324900051881466,0
26,0,10,THRESH,11,JUNK-I5,2.6708578753013703,0
26,1,7,MUL,18,MOVE_S,-1.988952299569689,1
26,2,9,DELAY,11,JUNK-I5,-3.5720084231086155,0
26,3,2,LOCAL_RESOURCE,21,JUNK-A7,0.7873775444807276,0
26,4,12,JUNK-I6,8,CLAMP,1.6445814386425366,0
26,5,5,JUNK-S5,7,MUL,1.3528244880520035,0
26,6,2,LOCAL_RESOURCE,8,CLAMP,0.6606646931363872,1
26,7,5,JUNK-S5,21,JUNK-A7,2.063539536729026,0
26,8,4,JUNK-S4,7,MUL,-2.0175176244392223,0
26,9,11,JUNK-I5,17,MOVE_N,-1.0191961424604021,0
26,10,10,THRESH,9,DELAY,-3.9282204657124544,1
26,11,4,JUNK-S4,8,CLAMP,-0.9371623889889218,0
26,12,13,JUNK-I7,7,MUL,0.7375713370159002,0
26,13,4,JUNK-S4,11,JUNK-I5,-2.205023346659749,0
